Node ID,URL,HTML,Targets,Status,Created At,Messages
faa1d929-6476-42e0-a76d-21cc6c30c3a5,https://registrar.duke.edu/programs-initiatives/reimagining-doctoral-education-ride,"<button type=""submit"" class=""btn btn-primary col-1"">",.btn-primary,Equalified,2024-09-03T18:31:41.75+00:00,"violation: Element has no title attribute | violation: ""aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty"" | violation: ""Element's default semantics were not overridden with role=""""none"""" or role=""""presentation"""""" | violation: Element does not have inner text that is visible to screen readers | violation: aria-label attribute does not exist or is empty | violation: Button Name Rule: Ensure buttons have discernible text. Buttons must have discernible text. More information: https://dequeuniversity.com/rules/axe/4.10/button-name?application=axe-puppeteer"
c7ce294c-9fa9-4608-b0bf-b0f4aab04968,https://registrar.duke.edu/faculty-staff-resources/,"<a href=""mailto:class-scheduling@duke.edu"" class="""">class-scheduling@duke.edu</a>",ul:nth-child(4) > li:nth-child(3) > a,Equalified,2024-09-04T19:17:40.572+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
1bbd628b-eb48-474d-b29c-67dc74f77197,https://registrar.duke.edu/faculty-staff-resources/course-catalog/,"<a href=""mailto:bulletins@duke.edu"" class="""">bulletins@duke.edu</a>","p:nth-child(3) > a[href$=""mailto:bulletins@duke.edu""]",Equalified,2024-09-04T19:17:40.352+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
dfb33151-6348-4cca-a069-cd1de90f4ac6,https://registrar.duke.edu/student-resources/letters-authentication/,"<a href=""mailto:registrar@duke.edu"" class="""">registrar@duke.edu</a>","p:nth-child(12) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:17:38.083+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
1aac3a30-4e4e-464a-8092-15b14b08e22a,https://registrar.duke.edu/student-resources/student-forms/,"<a href=""mailto:advising@duke.edu"" class="""">Academic Advising</a>","a[href$=""mailto:advising@duke.edu""]",Equalified,2024-09-04T19:17:38.052+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
424b3e85-425e-4c4d-accc-b2f7fcc09bcb,https://registrar.duke.edu/student-resources/transcripts/,"<a href=""#faqs"" class="""">See Transcript FAQs</a>","a[href$=""#faqs""]",Equalified,2024-09-04T19:17:38.028+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
56aa94db-9c68-4ef4-b230-79b72833a99c,https://registrar.duke.edu/veterans/tuition-assistance-benefits/,"<a href=""mailto:veteranseducation@duke.edu"" class="""">Office of the University Registrar</a>",section > p:nth-child(2) > a,Equalified,2024-09-04T19:17:37.972+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
f08b56db-e0a3-4cd4-8842-aa27f8be4fb9,https://registrar.duke.edu/student-resources/validate-certificate/,"<a href=""mailto:registrar@duke.edu"" class="""">registrar@duke.edu</a>","p:nth-child(3) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:16:47.892+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
d0ee30e0-ddbd-49da-b4f7-a683c09761e3,https://registrar.duke.edu/student-resources/advanced-placement-credit/,"<a href=""#submit"" class="""">how to submit scores</a>","a[href$=""#submit""]",Equalified,2024-09-04T19:16:45.772+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
bde01723-3d22-4ac7-aed8-2f4ea00b1185,https://registrar.duke.edu/student-resources/validity-registry/,"<h3 class=""heading"" role=""heading"" aria-level=""2""></h3>",.paragraph__iframe > h3,Equalified,2024-09-04T19:16:45.562+00:00,"violation: ""aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty"" | violation: aria-label attribute does not exist or is empty | violation: Element has no title attribute"
126884b3-33c1-4c65-a4f4-c8ad219e7b17,https://registrar.duke.edu/student-resources/verifications/,"<a href=""mailto:registrar@duke.edu"" class="""">registrar@duke.edu</a>","p:nth-child(3) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:16:41.856+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
84aecddc-7f52-4d5e-bc37-aad9cc288b1c,https://registrar.duke.edu/faculty-resources/policies-and-reports,"<button type=""submit"" class=""btn btn-primary col-1"">",.btn-primary,Equalified,2024-09-03T18:31:45.033+00:00,"violation: Button Name Rule: Ensure buttons have discernible text. Buttons must have discernible text. More information: https://dequeuniversity.com/rules/axe/4.10/button-name?application=axe-puppeteer | violation: ""aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty"" | violation: Element has no title attribute | violation: ""Element's default semantics were not overridden with role=""""none"""" or role=""""presentation"""""" | violation: aria-label attribute does not exist or is empty | violation: Element does not have inner text that is visible to screen readers"
7ce08637-4187-42fe-b536-287c882162c3,https://registrar.duke.edu/administrative-resources/finance,"<button type=""submit"" class=""btn btn-primary col-1"">",.btn-primary,Equalified,2024-09-03T18:31:44.995+00:00,"violation: Button Name Rule: Ensure buttons have discernible text. Buttons must have discernible text. More information: https://dequeuniversity.com/rules/axe/4.10/button-name?application=axe-puppeteer | violation: Element has no title attribute | violation: ""aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty"" | violation: aria-label attribute does not exist or is empty | violation: ""Element's default semantics were not overridden with role=""""none"""" or role=""""presentation"""""" | violation: Element does not have inner text that is visible to screen readers"
86652bd1-4fce-4350-bb0b-7a879a44a033,https://registrar.duke.edu/data-reporting/data-requests/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""ce10f8d5-0499-4411-9d2b-b151a3254b0d"" href=""/student-resources/family-educational-rights-and-privacy-act-ferpa/"" title=""Family Educational Rights and Privacy Act (FERPA)"">","p:nth-child(6) > a[data-entity-substitution=""canonical""][data-entity-type=""node""]",Equalified,2024-09-04T19:16:45.642+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
057cc2e2-32e3-4028-a6e0-7bd5abac2749,https://registrar.duke.edu/programs-initiatives/provosts-initiative-middle-east,"<button type=""submit"" class=""btn btn-primary col-1"">",.btn-primary,Equalified,2024-09-03T18:31:45.021+00:00,"violation: ""Element's default semantics were not overridden with role=""""none"""" or role=""""presentation"""""" | violation: Element has no title attribute | violation: Element does not have inner text that is visible to screen readers | violation: aria-label attribute does not exist or is empty | violation: Button Name Rule: Ensure buttons have discernible text. Buttons must have discernible text. More information: https://dequeuniversity.com/rules/axe/4.10/button-name?application=axe-puppeteer | violation: ""aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty"""
b54c177a-1689-4740-a116-98fe4c2f0ac3,https://registrar.duke.edu/faculty-staff-resources/grade-entry/,"<a href=""mailto:registrar@duke.edu"" class="""">registrar@duke.edu</a>","p:nth-child(4) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:17:38.162+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
0e15209d-f96a-4abc-91c8-f562b7d8cde3,https://registrar.duke.edu/registration/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""9d1d56b4-99c3-407a-a975-12ee1b4c16e9"" href=""/faq/duke-community-standard/"" title=""Duke Community Standard"">Duke Community Standard</a>","a[href$=""duke-community-standard/""]",Equalified,2024-09-04T19:17:38.142+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
693076cc-78e3-4895-819f-cdd794ecddb5,https://registrar.duke.edu/student-resources/family-educational-rights-and-privacy-act-ferpa/,"<a href=""mailto:registrar@duke.edu"" class="""" title=""mailto:registrar@duke.edu"">registrar@duke.edu</a>","a[title=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:17:38.145+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
c616eeea-cbab-4f72-be19-7b50197af8e2,https://registrar.duke.edu/student-resources/biographical-and-demographic-changes/,"<a href=""mailto:payroll@duke.edu"" class="""">payroll@duke.edu</a>","a[href$=""mailto:payroll@duke.edu""]",Equalified,2024-09-04T19:17:37.152+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
c14619b0-5559-4049-bc84-77e30dce923c,https://registrar.duke.edu/student-resources/biographical-and-demographic-changes/,"<a href=""mailto:dukepostoffice@duke.edu"" class="""">Duke Post Office</a>","a[href=""mailto:dukepostoffice@duke.edu""]",Equalified,2024-09-04T19:17:37.06+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
156b6a01-0ce5-48c4-beb4-d33838957b59,https://registrar.duke.edu/student-resources/biographical-and-demographic-changes/,"<a href=""mailto:housing@duke.edu"" class="""">Housing and Residence Life</a>","a[href$=""mailto:housing@duke.edu""]",Equalified,2024-09-04T19:17:37.045+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
6983033a-c0d9-4298-a2f1-6eb2a51af6a7,https://registrar.duke.edu/student-resources/biographical-and-demographic-changes/,"<a href=""mailto:registrar@duke.edu"" class="""">Email the Registrar's Office</a>","section > p:nth-child(2) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:17:37.027+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
91f0fc12-f904-4698-8331-c8f271b47ae9,https://registrar.duke.edu/faculty-staff-resources/,"<a href=""mailto:registrar@duke.edu"" class="""">registrar@duke.edu</a>","p:nth-child(7) > a[href$=""mailto:registrar@duke.edu""]",Equalified,2024-09-04T19:17:41.282+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
c36cb431-dcaf-4dd5-b4bf-036c8e4c95f3,https://registrar.duke.edu/student-resources/student-forms/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""b68ae134-e6d0-4d01-ab8c-1c311daf5ab6"" href=""/registration/interinstitutional-registration/"" title=""Interinstitutional Registration"">see Interinstitutional Registration</a>","#paragraph__content_9d84498a-be79-5e41-8112-e306a94bbb15 > .paragraph__wysiwyg > p:nth-child(3) > a[data-entity-substitution=""canonical""][data-entity-type=""node""]",Equalified,2024-09-04T19:17:41.077+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
2fa7cd94-b93f-48e1-b9ec-e028ddb2b974,https://registrar.duke.edu/student-resources/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""bd9ac9fb-1db9-4764-a14c-277561e33028"" href=""/student-resources/verifications/"" title=""Verifications"">Verifications page</a>","p > a[title=""Verifications""][data-entity-substitution=""canonical""][data-entity-type=""node""]",Equalified,2024-09-04T19:17:39.36+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
98995b3c-b325-42a7-bbc0-e4266a05d5ec,https://registrar.duke.edu/student-resources/letters-authentication/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""bd9ac9fb-1db9-4764-a14c-277561e33028"" href=""/student-resources/verifications/"" title=""Verifications"">verification form</a>","a[title=""Verifications""]",Equalified,2024-09-04T19:17:40.312+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
11604850-0e04-4977-86e6-af1e0b87d92e,https://registrar.duke.edu/student-resources/transcripts/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""31299575-dd38-4a52-b782-615a403fb9e4"" href=""/help-guides/unofficial-transcript/"" title=""Help guide: Unofficial Transcript"">Help guide: Unofficial Transcript</a>","p:nth-child(4) > a[data-entity-substitution=""canonical""][data-entity-type=""node""]",Equalified,2024-09-04T19:17:40.172+00:00,"violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
a71ce1a9-0f48-4eb4-b28e-15300d77672c,https://registrar.duke.edu/student-resources/student-forms/,"<a href=""mailto:prattdom@duke.edu"" class="""">prattdom@duke.edu</a>","a[href$=""mailto:prattdom@duke.edu""]",Equalified,2024-09-04T19:17:40.232+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: The link has no styling (such as underline) to distinguish it from the surrounding text"
55dcbead-6526-42b0-8180-64ea176a96b5,https://registrar.duke.edu/student-resources/letters-authentication/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""edad092b-e7af-4400-84ae-d6cc675342c8"" href=""/student-resources/transcripts/"" title=""Transcripts"">transcript form</a>","a[title=""Transcripts""]",Equalified,2024-09-04T19:17:39.105+00:00,"violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer | violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"""
14182211-d285-46bd-a960-757b75d22a25,https://registrar.duke.edu/veterans/tuition-assistance-benefits/,"<a data-entity-substitution=""canonical"" data-entity-type=""node"" data-entity-uuid=""36e389fc-1e6e-4128-bb63-91edce162771"" href=""/veterans/additional-resources/"" title=""Additional Resources"">See the Additional Resources section of this webpage.</a>","a[data-entity-substitution=""canonical""]",Equalified,2024-09-04T19:17:38.902+00:00,"violation: ""The link has insufficient color contrast of 1.99:1 with the surrounding text. (Minimum contrast is 3:1, link text: #0577b1, surrounding text: #464343)"" | violation: The link has no styling (such as underline) to distinguish it from the surrounding text | violation: Link In Text Block Rule: Ensure links are distinguished from surrounding text in a way that does not rely on color. Links must be distinguishable without relying on color. More information: https://dequeuniversity.com/rules/axe/4.10/link-in-text-block?application=axe-puppeteer"
